Sample Name,IGSN,Site Identifier,Sample Description,Material,Collection method description,Longitude,Latitude,Elevation Unit,Elevation start,Field name (informal classification),Location Description,Collection date,Navigation Type,EPSG,GeolocationInstrument,Site_Veg,Needles,CoverCode,Family,Genus,Species,Country:,State/Province:,County:,City:,Collector/Chief Scientist:,Current Archive:,Current Archive Contact Details:
172-ER18-FO,IER18007G,172-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.011928,38.937374,meters,2979.6,Meadow,Washington Gulch Mid,6/20/18,GPS,4326,RTK,dry meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
173-ER18-FO,IER18007H,173-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.012039,38.93721,meters,2974.6,Meadow,Washington Gulch Mid,6/20/18,GPS,4326,RTK,mesic meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
174-ER18-FO,IER18007I,174-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.011911,38.936374,meters,2971.8,Meadow,Washington Gulch Mid,6/20/18,GPS,4326,RTK,dry meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
175-ER18-FO,IER18007J,175-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,,,,,Meadow,Washington Gulch Mid,6/20/18,GPS,NA,,dry meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
176-ER18-FO,IER18007K,176-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.011888,38.936167,meters,2964.7,Meadow,Washington Gulch Mid,6/20/18,GPS,4326,RTK,mesic meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
177-ER18-FO,IER180033,177-ER18,"Foliar leaf samples,Foliar leaf samples from Pinaceae Picea engelmannii",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.09725,38.856311,meters,3010.8,Tree,Upper Coal Creek,6/21/18,GPS,4326,RTK,needle,TRUE,Engelmann,Pinaceae,Picea,engelmannii,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
178-ER18-FO,IER180034,178-ER18,"Foliar leaf samples,Foliar leaf samples from Pinaceae Picea engelmannii",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.097923,38.857553,meters,3014.7,Tree,Upper Coal Creek,6/21/18,GPS,4326,RTK,needle,TRUE,Engelmann,Pinaceae,Picea,engelmannii,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
179-ER18-FO,IER180035,179-ER18,"Foliar leaf samples,Foliar leaf samples from Pinaceae Picea engelmannii",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.098173,38.857521,meters,3018.2,Tree,Upper Coal Creek,6/21/18,GPS,4326,RTK,needle,TRUE,Engelmann,Pinaceae,Picea,engelmannii,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
180-ER18-FO,IER18007L,180-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.011697,38.934887,meters,2948.1,Meadow,Washington Gulch Mid,6/20/18,GPS,4326,RTK,wet meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
181-ER18-FO,IER180036,181-ER18,"Foliar leaf samples,Foliar leaf samples from Pinaceae Picea engelmannii",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.098712,38.856687,meters,3036,Tree,Upper Coal Creek,6/21/18,GPS,4326,RTK,needle,TRUE,Engelmann,Pinaceae,Picea,engelmannii,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
182-ER18-FO,IER18007M,182-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.012104,38.934645,meters,2945.8,Meadow,Washington Gulch Mid,6/20/18,GPS,4326,RTK,wet meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
183-ER18-FO,IER180037,183-ER18,"Foliar leaf samples,Foliar leaf samples from Pinaceae Picea engelmannii",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.091689,38.857012,meters,3014.5,Tree,Upper Coal Creek,6/21/18,GPS,4326,RTK,needle,TRUE,Engelmann,Pinaceae,Picea,engelmannii,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
184-ER18-FO,IER18000H,184-ER18,"Foliar leaf samples,Foliar leaf samples from Salicaceae Populus tremuloides",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.09118,38.857117,meters,3031.9,Tree,Upper Coal Creek,6/21/18,GPS,4326,RTK,broadleaf,FALSE,Aspen,Salicaceae,Populus,tremuloides,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
185-ER18-FO,IER18000I,185-ER18,"Foliar leaf samples,Foliar leaf samples from Salicaceae Populus tremuloides",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.091127,38.858074,meters,3068.9,Tree,Upper Coal Creek,6/21/18,GPS,4326,RTK,broadleaf,FALSE,Aspen,Salicaceae,Populus,tremuloides,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
186-ER18-FO,IER18000J,186-ER18,"Foliar leaf samples,Foliar leaf samples from Salicaceae Populus tremuloides",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.092139,38.858369,meters,3045.9,Tree,Upper Coal Creek,6/21/18,GPS,4326,RTK,broadleaf,FALSE,Aspen,Salicaceae,Populus,tremuloides,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
187-ER18-FO,IER180038,187-ER18,"Foliar leaf samples,Foliar leaf samples from Pinaceae Picea engelmannii",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.09264,38.857959,meters,3020,Tree,Upper Coal Creek,6/21/18,GPS,4326,RTK,needle,TRUE,Engelmann,Pinaceae,Picea,engelmannii,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
188-ER18-FO,IER1800C6,188-ER18,"Foliar leaf samples,Foliar leaf samples from Pinaceae Abies lasiocarpa",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.091746,38.856819,meters,3007.6,Tree,Upper Coal Creek,6/21/18,GPS,4326,RTK,needle,TRUE,SubFir,Pinaceae,Abies,lasiocarpa,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
189-ER18-FO,IER1800BL,189-ER18,"Foliar leaf samples,Foliar leaf samples from Rosaceae Dasiphora fruticosa",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.096904,38.858264,meters,3005.4,Shrub,Upper Coal Creek,6/21/18,GPS,4326,RTK,shrub,FALSE,PenFlo,Rosaceae,Pentaphylloides,floribunda,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
190-ER18-FO,IER1800B1,190-ER18,"Foliar leaf samples,Foliar leaf samples from Salicaceae Salix Planifolia",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.096746,38.857983,meters,3004,Shrub,Upper Coal Creek,6/21/18,GPS,4326,RTK,willow,FALSE,planifolia,Salicaceae,Salix,Planifolia,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
191-ER18-FO,IER18001C,191-ER18,"Foliar leaf samples,Foliar leaf samples from Salicaceae Salix Boothii",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.096818,38.857126,meters,3006.2,Shrub,Upper Coal Creek,6/21/18,GPS,4326,RTK,willow,FALSE,boothii,Salicaceae,Salix,Boothii,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
192-ER18-FO,IER180027,192-ER18,"Foliar leaf samples,Foliar leaf samples from Salicaceae Salix drummondiana",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.0971,38.856731,meters,3008,Shrub,Upper Coal Creek,6/21/18,GPS,4326,RTK,willow,FALSE,drumm,Salicaceae,Salix,drummondiana,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
193-ER18-FO,IER1800B2,193-ER18,"Foliar leaf samples,Foliar leaf samples from Salicaceae Salix Planifolia",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.096386,38.8573,meters,3001.2,Shrub,Upper Coal Creek,6/21/18,GPS,4326,RTK,willow,FALSE,planifolia,Salicaceae,Salix,Planifolia,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
194-ER18-FO,IER1800B3,194-ER18,"Foliar leaf samples,Foliar leaf samples from Salicaceae Salix Planifolia",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.095082,38.857841,meters,3001.1,Shrub,Upper Coal Creek,6/21/18,GPS,4326,RTK,willow,FALSE,planifolia,Salicaceae,Salix,Planifolia,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
195-ER18-FO,IER1800B4,195-ER18,"Foliar leaf samples,Foliar leaf samples from Salicaceae Salix Planifolia",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.092735,38.856785,meters,2995.6,Shrub,Upper Coal Creek,6/21/18,GPS,4326,RTK,willow,FALSE,planifolia,Salicaceae,Salix,Planifolia,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
196-ER18-FO,IER1800BM,196-ER18,"Foliar leaf samples,Foliar leaf samples from Rosaceae Dasiphora fruticosa",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.092315,38.857021,meters,3003.8,Shrub,Upper Coal Creek,6/21/18,GPS,4326,RTK,shrub,FALSE,PenFlo,Rosaceae,Pentaphylloides,floribunda,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
197-ER18-FO,IER18001D,197-ER18,"Foliar leaf samples,Foliar leaf samples from Salicaceae Salix Boothii",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.092087,38.856692,meters,3001.3,Shrub,Upper Coal Creek,6/21/18,GPS,4326,RTK,willow,FALSE,boothii,Salicaceae,Salix,Boothii,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
198-ER18-FO,IER1800BN,198-ER18,"Foliar leaf samples,Foliar leaf samples from Rosaceae Dasiphora fruticosa",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.092679,38.857258,meters,3006.9,Shrub,Upper Coal Creek,6/21/18,GPS,4326,RTK,shrub,FALSE,PenFlo,Rosaceae,Pentaphylloides,floribunda,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
199-ER18-FO,IER18007N,199-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.097485,38.857451,meters,3011.4,Meadow,Upper Coal Creek,6/21/18,GPS,4326,RTK,dry meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
200-ER18-FO,IER18007O,200-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.097354,38.857508,meters,3009.8,Meadow,Upper Coal Creek,6/21/18,GPS,4326,RTK,dry meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
201-ER18-FO,IER18007P,201-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.097165,38.857565,meters,3007.1,Meadow,Upper Coal Creek,6/21/18,GPS,4326,RTK,dry meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
202-ER18-FO,IER18007Q,202-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.097156,38.857651,meters,3005.9,Meadow,Upper Coal Creek,6/21/18,GPS,4326,RTK,wet meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
203-ER18-FO,IER18007R,203-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,,,,,Meadow,Upper Coal Creek,6/21/18,GPS,NA,,wet meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
204-ER18-FO,IER18007S,204-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.092377,38.856574,meters,2997.3,Meadow,Upper Coal Creek,6/21/18,GPS,4326,RTK,wet meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
205-ER18-FO,IER18007T,205-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.092187,38.856762,meters,3000.4,Meadow,Upper Coal Creek,6/21/18,GPS,4326,RTK,mesic meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
206-ER18-FO,IER18007U,206-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.092154,38.856826,meters,3001.6,Meadow,Upper Coal Creek,6/21/18,GPS,4326,RTK,mesic meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
207-ER18-FO,IER18007V,207-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.092104,38.856899,meters,3003.4,Meadow,Upper Coal Creek,6/21/18,GPS,4326,RTK,dry meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
208-ER18-FO,IER18007W,208-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.097849,38.857287,meters,3015.6,Meadow,Upper Coal Creek,6/21/18,GPS,4326,RTK,mesic meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
209-ER18-FO,IER18007X,209-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,,,,,Meadow,Upper Coal Creek,6/21/18,GPS,NA,,mesic meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
